,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2822472,315657,170280,prior,57,0,19,1.0
3019252,2921923,182217,prior,32,5,10,4.0
2421735,2498598,145706,prior,19,2,8,7.0
2629215,2174248,158305,train,8,2,10,30.0
1470464,430677,88362,prior,40,1,11,6.0
2942633,2037306,177542,prior,16,0,13,8.0
1453300,1139315,87310,prior,4,4,11,9.0
2651728,29997,159620,prior,50,2,9,4.0
1710609,1927613,102695,prior,15,2,18,17.0
2920254,1530076,176187,prior,7,2,8,20.0
284449,2186956,17202,prior,98,2,13,1.0
2557157,2282410,153875,prior,6,6,17,14.0
3129627,3162576,188675,prior,9,5,9,3.0
3364258,2766592,202789,prior,14,2,6,25.0
967621,2846210,58093,prior,10,6,11,12.0
1928136,1049661,115794,prior,30,6,10,7.0
486799,1111768,29360,prior,2,2,20,9.0
267193,1778669,16184,prior,44,0,16,3.0
239779,2308357,14506,prior,23,4,14,6.0
2426822,1490268,146025,prior,13,0,11,9.0
2874867,2295906,173444,prior,6,2,16,1.0
2636997,1856296,158751,prior,8,1,12,30.0
1968338,1006221,118215,prior,5,3,12,4.0
1481911,2938498,89064,prior,85,5,17,19.0
3237918,3022256,195176,prior,56,3,8,2.0
2387842,1528971,143706,prior,6,3,10,30.0
264083,3306701,16001,prior,15,2,14,8.0
669089,1477225,40312,prior,9,0,20,6.0
2969804,392475,179252,prior,3,0,11,7.0
176193,2670594,10633,prior,4,6,7,30.0
79073,2686717,4820,prior,3,2,12,28.0
1161697,907639,69826,prior,10,6,18,7.0
1853408,558083,111258,prior,10,5,13,4.0
2918466,998420,176073,train,4,3,21,30.0
1179640,426488,70909,train,19,2,10,5.0
2945876,2864169,177776,prior,11,5,10,8.0
123034,3112088,7418,prior,13,3,14,9.0
1544653,1109457,92773,prior,38,4,9,1.0
1990029,1878210,119532,prior,31,1,11,25.0
293834,801965,17783,prior,25,0,13,1.0
132341,1764322,7992,prior,15,5,17,30.0
14322,1337615,893,prior,7,0,20,12.0
1589306,2859618,95428,prior,15,1,6,7.0
2233605,1411538,134540,prior,43,3,17,7.0
2947736,2481116,177884,prior,4,4,15,11.0
2625350,2014413,158070,prior,26,3,8,11.0
680002,1792911,41001,train,4,1,14,21.0
2616254,670738,157520,prior,66,4,10,5.0
3283088,1178528,197875,prior,9,0,15,4.0
997016,1654251,59904,prior,14,6,17,7.0
1114247,1594920,67023,test,100,5,13,2.0
2899652,492685,174969,prior,8,2,14,8.0
97670,2814414,5913,prior,27,2,16,17.0
3141467,3007071,189410,prior,13,0,15,1.0
1468025,3053790,88236,prior,38,3,9,2.0
1928927,1770070,115849,prior,15,1,15,14.0
2568078,692765,154514,prior,17,4,13,18.0
1190534,483630,71577,prior,3,4,11,2.0
252805,1132466,15298,train,14,5,17,6.0
3224687,1766876,194411,prior,11,3,18,17.0
1681816,2807473,100955,prior,6,1,7,14.0
2744819,740801,165383,test,13,0,12,21.0
1943716,1609294,116720,test,9,0,9,30.0
1138756,427739,68428,prior,16,0,13,9.0
2424727,1026610,145917,prior,4,0,8,3.0
1119863,2002061,67375,train,29,6,17,12.0
2698565,3169470,162534,prior,24,0,18,4.0
1130165,2481409,67949,prior,16,1,8,14.0
3227971,1359971,194587,prior,63,3,15,14.0
3066334,1291244,184942,prior,22,2,11,24.0
1254334,86456,75441,prior,2,3,12,11.0
1784315,551323,107152,prior,78,0,14,1.0
2798557,125660,168831,prior,24,1,15,6.0
2178616,1233769,131125,prior,26,5,10,2.0
1290806,1353335,77620,prior,14,0,16,11.0
375496,981135,22603,prior,50,6,12,4.0
3050789,2512718,184024,prior,49,2,18,4.0
2633769,553938,158577,prior,26,4,22,3.0
398063,973325,23932,prior,28,3,14,14.0
2629807,2270225,158341,prior,13,0,9,13.0
1644089,7806,98699,prior,12,4,14,4.0
2624064,3395482,157997,prior,12,6,18,7.0
373518,2618259,22504,prior,3,2,11,3.0
1570028,592878,94316,prior,60,0,19,11.0
2585779,943181,155645,prior,8,4,7,4.0
2316572,3168396,139516,prior,15,1,9,6.0
3152631,1923544,190119,prior,3,0,15,16.0
2491619,3416682,149985,test,8,5,9,27.0
1910850,662396,114743,train,34,5,18,4.0
2594170,3251441,156178,prior,14,6,8,9.0
957608,1268416,57469,prior,40,5,19,30.0
1712659,2323097,102845,prior,22,3,9,8.0
2674697,824903,161023,prior,15,2,9,30.0
478405,3172433,28833,prior,25,6,15,11.0
1184322,1933190,71176,prior,17,1,22,1.0
870536,3229628,52319,prior,6,6,11,8.0
3232841,2317100,194875,prior,63,0,8,13.0
822103,1165885,49445,prior,34,3,13,5.0
3386920,2064185,204119,prior,3,0,13,20.0
891950,2359831,53579,prior,8,1,19,6.0
3362662,2276652,202680,train,13,3,12,30.0
408137,668045,24567,prior,16,2,16,23.0
115464,322326,6981,prior,17,2,19,3.0
3066619,430303,184960,prior,11,2,9,24.0
1218849,2888789,73283,prior,52,1,14,9.0
916072,3245813,54981,prior,14,4,10,12.0
2710514,1718093,163252,prior,9,0,16,30.0
2743848,1265759,165318,prior,38,1,14,8.0
843630,1216383,50677,prior,3,4,11,8.0
2575874,3150354,155008,prior,7,1,22,8.0
1941000,3045989,116557,prior,6,1,16,8.0
1104858,811148,66499,prior,2,0,16,8.0
317599,2788803,19232,prior,7,5,17,28.0
362854,2192628,21932,prior,5,6,10,10.0
432025,67200,25966,prior,19,1,19,1.0
2652456,479380,159670,prior,16,0,21,10.0
1392236,3309688,83682,prior,6,0,12,5.0
572596,2322509,34484,prior,7,1,7,27.0
2085718,2461863,125399,prior,19,4,6,10.0
26415,3325510,1638,prior,7,6,13,22.0
1614470,2503507,96927,prior,2,5,15,30.0
231480,2812594,14024,prior,10,1,15,12.0
907437,2541964,54496,prior,4,3,14,2.0
1205401,393346,72470,prior,4,1,10,14.0
1212406,90666,72902,prior,29,2,17,8.0
1806165,2766336,108467,prior,57,4,14,1.0
248142,1675222,15004,train,15,5,17,30.0
1926399,221150,115711,prior,9,6,16,13.0
3111344,2852059,187627,prior,23,1,9,14.0
1907657,1259937,114538,prior,3,2,15,30.0
2564220,71891,154300,prior,4,3,13,1.0
1609776,3420327,96653,test,55,6,10,2.0
1340204,118011,80515,prior,11,1,9,7.0
115060,1272851,6959,prior,6,5,19,16.0
2228640,681295,134255,prior,17,2,16,3.0
363841,861430,21996,prior,5,0,18,20.0
107777,959276,6516,prior,13,1,8,3.0
534727,380361,32248,prior,18,1,14,6.0
2116852,2795816,127290,prior,3,1,13,4.0
1302177,561291,78270,prior,18,3,9,10.0
402721,535719,24205,prior,5,1,9,8.0
2241508,2900919,134997,prior,45,2,15,3.0
1398687,3176250,84049,prior,20,4,13,3.0
1653693,2003011,99285,prior,12,0,20,3.0
833392,1214649,50084,prior,43,1,8,3.0
807492,1377733,48577,prior,6,4,10,2.0
1340011,1978991,80503,prior,42,4,17,4.0
2040622,311974,122623,prior,3,5,15,3.0
2204226,1775259,132734,prior,8,6,11,22.0
423058,2233261,25422,prior,37,1,20,5.0
2216551,1235391,133532,prior,3,0,20,4.0
571045,2051029,34385,prior,8,1,10,5.0
1551266,2246426,93176,prior,25,4,9,2.0
1962655,966901,117866,prior,2,1,15,10.0
1867837,2962811,112090,prior,13,3,7,6.0
3135996,1233785,189052,prior,6,5,10,16.0
91654,3045535,5547,prior,5,4,18,1.0
3337799,363861,201205,prior,18,6,9,6.0
1926582,668239,115720,prior,34,1,17,6.0
51067,3032224,3184,prior,5,1,10,5.0
3272436,1787305,197245,prior,15,4,12,2.0
377050,392036,22689,prior,10,6,12,1.0
2994534,288533,180669,prior,4,2,12,30.0
2959786,3254229,178627,prior,69,5,11,1.0
1670396,2805578,100283,prior,5,0,14,0.0
22118,1636647,1381,prior,18,4,9,13.0
2323977,1484210,139921,prior,6,0,12,12.0
607440,986198,36630,prior,19,6,7,5.0
3342106,2833154,201456,prior,47,3,11,6.0
821064,2215137,49375,prior,8,5,18,5.0
1163980,1081375,69960,prior,27,3,16,6.0
1776098,702172,106643,prior,10,0,13,21.0
3413181,2358282,205740,train,9,4,12,14.0
3304687,2141468,199163,prior,49,2,12,6.0
2933019,133882,176947,prior,6,3,11,20.0
1191785,453494,71652,prior,4,4,19,14.0
2047158,926186,123009,test,18,3,19,2.0
1074541,731744,64749,prior,23,6,7,7.0
2068006,2870637,124326,prior,7,3,15,5.0
340939,2579717,20649,prior,4,1,12,14.0
3336650,1871356,201134,prior,15,3,12,2.0
437071,2887286,26264,prior,2,2,7,14.0
2696676,2846686,162418,prior,6,2,23,6.0
2739642,2917615,165062,prior,18,5,14,3.0
2005378,2321683,120504,prior,50,2,14,3.0
1663001,1225153,99834,prior,4,2,11,11.0
1521546,1823454,91403,prior,7,5,8,15.0
1205735,180901,72494,prior,4,3,10,30.0
1245606,2769601,74886,prior,61,2,19,7.0
504441,2544986,30443,prior,6,1,15,30.0
770406,3356712,46291,prior,16,4,12,2.0
1168640,342498,70253,prior,13,3,15,4.0
2476299,2676707,149016,train,10,3,15,5.0
591871,724170,35662,prior,95,1,12,4.0
1509949,3185640,90725,train,10,1,0,13.0
469471,824938,28301,prior,6,3,14,13.0
3210066,1818735,193539,prior,51,5,10,4.0
566278,3011090,34113,prior,5,0,17,30.0
2689998,691808,162011,prior,31,1,14,1.0
354143,2254569,21391,prior,3,5,18,30.0
3140645,2238147,189362,prior,12,2,11,8.0
3249303,484819,195843,prior,8,0,9,8.0
983555,1618964,59130,prior,35,6,17,21.0
2203280,597536,132680,prior,2,3,22,4.0
3306969,1554910,199308,prior,3,5,16,12.0
645630,1148757,38885,prior,5,3,13,19.0
944285,1359082,56652,prior,2,0,16,19.0
3024719,1715523,182519,prior,2,5,19,2.0
2216518,1185284,133528,prior,11,0,18,14.0
2626033,1522263,158106,prior,9,6,12,7.0
2949472,904477,177977,test,9,0,8,30.0
3242314,564153,195428,prior,6,0,13,22.0
576054,222242,34677,prior,5,3,10,30.0
2875090,1678314,173464,prior,4,0,7,5.0
892673,1773791,53621,prior,44,4,12,1.0
330765,3196451,20021,prior,15,0,6,26.0
783429,2345463,47103,prior,45,6,15,1.0
3014922,1139485,181939,prior,9,0,14,7.0
398524,317386,23960,prior,5,0,20,30.0
2708509,1896928,163115,prior,14,6,20,2.0
1765122,862322,105965,prior,8,4,17,3.0
2361913,2140631,142182,test,77,3,6,1.0
2614323,1544341,157388,prior,28,0,10,13.0
2393490,2797926,144023,prior,47,5,11,3.0
1025014,2976639,61619,train,5,1,20,11.0
2356985,3251006,141881,prior,50,4,16,14.0
1579210,3117958,94805,prior,17,2,14,8.0
325408,1427578,19697,prior,9,3,14,30.0
